Price,Close,High,Low,Open,Volume
Ticker,SAN.MC,SAN.MC,SAN.MC,SAN.MC,SAN.MC
Date,,,,,
2003-11-28,2.4113359451293945,2.416898467067145,2.3779611199610415,2.4113359451293945,55519726
2003-12-01,2.4892117977142334,2.4975555834764593,2.4224618180746837,2.4892117977142334,42034006
2003-12-02,2.478086233139038,2.4947736469217685,2.453055035850398,2.478086233139038,187525101
2003-12-03,2.4947736263275146,2.4947736263275146,2.458617537891884,2.4947736263275146,31459710
2003-12-04,2.4836480617523193,2.4892105828790685,2.4641793910377507,2.4836480617523193,37904447
2003-12-05,2.47530460357666,2.4836482326117193,2.4586171922774773,2.47530460357666,20656590
2003-12-08,2.47530460357666,2.47530460357666,2.47530460357666,2.47530460357666,0
2003-12-09,2.46696138381958,2.4892113217015237,2.4586177528820383,2.46696138381958,45362589
2003-12-10,2.4474923610687256,2.464179773812065,2.4224610121101,2.4474923610687256,36768915
2003-12-11,2.478086233139038,2.478086233139038,2.428023532103583,2.478086233139038,35375690
2003-12-12,2.478086233139038,2.4947736469217685,2.458617558187671,2.478086233139038,30422674
2003-12-15,2.4864301681518555,2.514242630017817,2.4836489066423484,2.4864301681518555,35197966
2003-12-16,2.472522497177124,2.4780850167840636,2.4558350915853184,2.472522497177124,36616236
2003-12-17,2.4864301681518555,2.4864301681518555,2.4613991210245065,2.4864301681518555,33054680
2003-12-18,2.5058979988098145,2.5058979988098145,2.4697419178606626,2.5058979988098145,33749485
2003-12-19,2.5142428874969482,2.5142428874969482,2.4892116845770924,2.5142428874969482,66625455
2003-12-22,2.5170235633850098,2.5309297158905038,2.4975548885856838,2.5170235633850098,108726988
2003-12-23,2.558742046356201,2.558742046356201,2.5225859575447798,2.558742046356201,38305465
2003-12-24,2.558742046356201,2.558742046356201,2.558742046356201,2.558742046356201,0
2003-12-25,2.558742046356201,2.558742046356201,2.558742046356201,2.558742046356201,0
2003-12-26,2.558742046356201,2.558742046356201,2.558742046356201,2.558742046356201,0
2003-12-29,2.5893352031707764,2.592116617134413,2.5587416415486004,2.5893352031707764,43554776
2003-12-30,2.6115856170654297,2.6254917692558593,2.5893355283942094,2.6115856170654297,41305480
2003-12-31,2.6115856170654297,2.6115856170654297,2.6115856170654297,2.6115856170654297,0
2004-01-01,2.6115856170654297,2.6115856170654297,2.6115856170654297,2.6115856170654297,0
2004-01-02,2.6616477966308594,2.6616477966308594,2.6115857082882736,2.6616477966308594,41397727
2004-01-05,2.672772169113159,2.6811157973286806,2.6477409780084944,2.672772169113159,63575652
2004-01-06,2.672772169113159,2.672772169113159,2.672772169113159,2.672772169113159,0
2004-01-07,2.6533045768737793,2.717273440707062,2.650523468491483,2.6533045768737793,55716042
2004-01-08,2.642178773880005,2.6894600545065535,2.6338351446639643,2.642178773880005,83295882
2004-01-09,2.6616477966308594,2.678335363717172,2.6227104465543056,2.6616477966308594,51636481
2004-01-12,2.6616477966308594,2.6616477966308594,2.625491860964446,2.6616477966308594,51378887
2004-01-13,2.6449596881866455,2.6838970257822146,2.639397167607553,2.6449596881866455,56641924
2004-01-14,2.6310551166534424,2.6533049058451375,2.611586436188861,2.6310551166534424,49199872
2004-01-15,2.6143667697906494,2.6282729222197507,2.592116987195722,2.6143667697906494,45810903
2004-01-16,2.6310551166534424,2.6366176405659316,2.611586436188861,2.6310551166534424,32436365
2004-01-19,2.6115856170654297,2.650522965781899,2.597679464875,2.6115856170654297,24787057
2004-01-20,2.5754292011260986,2.617147961319512,2.5754292011260986,2.5754292011260986,131750295
2004-01-21,2.594898223876953,2.597679638375711,2.5726484401778213,2.594898223876953,78244732
2004-01-22,2.642178773880005,2.65330381714015,2.6115853646018103,2.642178773880005,186443628
2004-01-23,2.642178773880005,2.6588663387702227,2.6338351446639643,2.642178773880005,33983878
2004-01-26,2.6143667697906494,2.6560855335361238,2.6004606173615485,2.6143667697906494,73644548
2004-01-27,2.617147922515869,2.658866375632591,2.617147922515869,2.617147922515869,115975321
2004-01-28,2.642178773880005,2.642178773880005,2.6004603213416653,2.642178773880005,81374591
2004-01-29,2.5837724208831787,2.6199283428072735,2.5809910075302116,2.5837724208831787,75350981
2004-01-30,2.569866895675659,2.6004604598119796,2.5476169611996644,2.569866895675659,79130739
2004-02-02,2.5803847312927246,2.5859943032922588,2.5551419663451225,2.56636095581904,50659108
2004-02-03,2.5775787830352783,2.585992982210948,2.55514066102504,2.5775787830352783,100274011
2004-02-04,2.538313388824463,2.5607513676304454,2.504656111565191,2.538313388824463,120845379
2004-02-05,2.5467262268066406,2.5719691325857093,2.515873906596164,2.521483475552638,121816840
2004-02-06,2.5916032791137695,2.6000176351774136,2.5383128209527,2.549531807845778,40710974
2004-02-09,2.6196508407592773,2.628065041856565,2.608431699929419,2.611236330611777,82309087
2004-02-10,2.636479616165161,2.636479616165161,2.6112367002497816,2.6140416403794107,147097919
2004-02-11,2.630870819091797,2.6336757600467817,2.6056282047990162,2.6224566143275365,90845784
2004-02-12,2.6336753368377686,2.6420895402499385,2.608432417550961,2.6308703963335134,74120177
2004-02-13,2.611237049102783,2.6364799683905367,2.5944086422778128,2.622456193019629,28449221
2004-02-16,2.6196508407592773,2.622455471441636,2.5944079284172012,2.600017498832131,27787153
2004-02-17,2.5803847312927246,2.6252608437135456,2.571970527818574,2.6224562122389288,45476641
2004-02-18,2.594407320022583,2.608431088246194,2.5831881818236386,2.597211950047249,32634819
2004-02-19,2.6420888900756836,2.6420888900756836,2.5972126345035833,2.6000175743175893,39718104
2004-02-20,2.6084325313568115,2.628065879542009,2.591603969273093,2.6224563073390508,37471671
2004-02-23,2.605626344680786,2.625259372098215,2.591602422543201,2.6084309745832397,39203697
2004-02-24,2.585994005203247,2.605627504938451,2.5607510886402602,2.5972129933839456,28885927
2004-02-25,2.588798761367798,2.605627475234699,2.563555845092576,2.5831891900788304,70671793
2004-02-26,2.5719707012176514,2.602823040244814,2.549532566231915,2.602823040244814,26407802
2004-02-27,2.614041805267334,2.614041805267334,2.5775798991591437,2.585994101978267,39630062
2004-03-01,2.5916032791137695,2.6196509781341355,2.5859937084046734,2.5916032791137695,41268900
2004-03-02,2.60282301902771,2.605627959718868,2.5887992427228754,2.60282301902771,32039199
2004-03-03,2.5579466819763184,2.6000181617651448,2.535508549120601,2.5579466819763184,65815409
2004-03-04,2.60282301902771,2.60282301902771,2.5495325454492117,2.60282301902771,93068885
2004-03-05,2.60282301902771,2.625260999305381,2.574775466418041,2.60282301902771,42537807
2004-03-08,2.60282301902771,2.611237223000547,2.591604028888874,2.60282301902771,17721583
2004-03-09,2.5719707012176514,2.594408836203388,2.5607515564622028,2.5719707012176514,32890301
2004-03-10,2.5775787830352783,2.594407335911689,2.543921522757385,2.5775787830352783,29805526
2004-03-11,2.5074613094329834,2.552337583466805,2.490632745301594,2.5074613094329834,49217836
2004-03-12,2.4766082763671875,2.487827264481725,2.392465015619929,2.4766082763671875,50375575
2004-03-15,2.3672218322753906,2.4289264877072707,2.3644170471148316,2.3672218322753906,72334144
2004-03-16,2.4092936515808105,2.4429509260437454,2.34478419745422,2.4092936515808105,60924743
2004-03-17,2.485023021697998,2.487827807970647,2.4261228190227038,2.485023021697998,59847869
2004-03-18,2.417708396911621,2.4962421014395244,2.400879834241448,2.417708396911621,34936192
2004-03-19,2.428926467895508,2.442950393583915,2.384050369267913,2.428926467895508,38921294
2004-03-22,2.372831344604492,2.398074257551367,2.3503933714573924,2.372831344604492,41153836
2004-03-23,2.403684139251709,2.431731686578825,2.372831651761725,2.403684139251709,32254577
2004-03-24,2.395270347595215,2.4429514056386847,2.381246570622204,2.395270347595215,45510069
2004-03-25,2.445756196975708,2.47660900280972,2.417708641199847,2.445756196975708,45967534
2004-03-26,2.4681944847106934,2.482218416222367,2.4513656123715184,2.4681944847106934,55753043
2004-03-29,2.493435859680176,2.501850213365907,2.4345355384051306,2.493435859680176,36265320
2004-03-30,2.49904727935791,2.5046566981104554,2.479413927411038,2.49904727935791,20539511
2004-03-31,2.482218027114868,2.5130703625538664,2.4766084553895436,2.482218027114868,28777641
2004-04-01,2.5158753395080566,2.5158753395080566,2.4822182156499935,2.5158753395080566,36450817
2004-04-02,2.59721302986145,2.59721302986145,2.5046558738640554,2.59721302986145,74563484
2004-04-05,2.60282301902771,2.619651736023702,2.583189670390878,2.60282301902771,25119940
2004-04-06,2.60282301902771,2.616846795332544,2.580384884224879,2.60282301902771,45778071
2004-04-07,2.628066062927246,2.628066062927246,2.5944089364112304,2.628066062927246,28179807
2004-04-08,2.6645267009735107,2.6645267009735107,2.619650757186151,2.6645267009735107,38079307
2004-04-09,2.6645267009735107,2.6645267009735107,2.6645267009735107,2.6645267009735107,0
2004-04-12,2.6645267009735107,2.6645267009735107,2.6645267009735107,2.6645267009735107,0
2004-04-13,2.650503158569336,2.684160273838579,2.647698527734495,2.650503158569336,53658395
2004-04-14,2.6196508407592773,2.6336746122714945,2.59721255909956,2.6196508407592773,39082980
2004-04-15,2.585994005203247,2.6308701124511735,2.5831892195267896,2.585994005203247,25286967
2004-04-16,2.628066062927246,2.6308706946992753,2.5916041501140348,2.628066062927246,29653513
2004-04-19,2.605626344680786,2.636478509808283,2.5972118368731714,2.605626344680786,17903767
2004-04-20,2.6224560737609863,2.6448940515239916,2.614041870731145,2.6224560737609863,83841777
2004-04-21,2.594407320022583,2.61123571827086,2.5747739826995004,2.594407320022583,117699918
2004-04-22,2.5916032791137695,2.6056272058865098,2.557946163909422,2.5916032791137695,162676567
2004-04-23,2.605626344680786,2.625259372098215,2.600016775825752,2.605626344680786,76766628
2004-04-26,2.6196508407592773,2.6336746122714945,2.602822129514489,2.6196508407592773,110163668
2004-04-27,2.628066062927246,2.636480267293667,2.602823140777651,2.628066062927246,110370623
2004-04-28,2.5691659450531006,2.633675564575334,2.5663611588314605,2.5691659450531006,123300983
2004-04-29,2.5298991203308105,2.5635562442549857,2.4794134344445475,2.5298991203308105,109524464
2004-04-30,2.5130698680877686,2.5130698680877686,2.4850221695048935,2.5130698680877686,81136472
2004-05-03,2.5414552688598633,2.5442821133110756,2.50187757755483,2.5414552688598633,44950800
2004-05-04,2.496222734451294,2.5471082536296827,2.4877417367137524,2.496222734451294,148098652
2004-05-05,2.5188395977020264,2.5499362905631284,2.479261592154037,2.5188395977020264,112755258
2004-05-06,2.4990508556365967,2.5301475498037522,2.487742853576523,2.4990508556365967,156759255
2004-05-07,2.4538190364837646,2.5018780489424284,2.4198953391874833,2.4538190364837646,79553181
2004-05-10,2.3803179264068604,2.4085876256338565,2.363356075720852,2.3803179264068604,145109235
2004-05-11,2.4312031269073486,2.4340301275710683,2.3916254291133368,2.4312031269073486,57194474
2004-05-12,2.41141414642334,2.4453379967877735,2.41141414642334,2.41141414642334,50146944
2004-05-13,2.417069911956787,2.448166628764035,2.4001080522665483,2.417069911956787,59435252
2004-05-14,2.39162540435791,2.419895254953457,2.3577017082424776,2.39162540435791,60562992
2004-05-17,2.3463940620422363,2.360528910673855,2.309643362150602,2.3463940620422363,45281221
2004-05-18,2.3746633529663086,2.3859713545358754,2.349220660932815,2.3746633529663086,68586770
2004-05-19,2.459472894668579,2.470780741192236,2.408587195939558,2.459472894668579,40137343
2004-05-20,2.425549268722534,2.4368571155696106,2.394452417332271,2.425549268722534,36008877
2004-05-21,2.417069911956787,2.448166628764035,2.4001080522665483,2.417069911956787,31555294
2004-05-24,2.4509921073913574,2.484916272926318,2.425549411549995,2.4509921073913574,25392122
2004-05-25,2.4312031269073486,2.4340301275710683,2.4029334317682154,2.4312031269073486,31813522
2004-05-26,2.47078013420105,2.4933962889393793,2.465126134453714,2.47078013420105,22840915
2004-05-27,2.482088565826416,2.4990504101438025,2.4736072542952345,2.482088565826416,114442900
2004-05-28,2.4566454887390137,2.5103583349222856,2.4566454887390137,2.4566454887390137,47312794
2004-05-31,2.4538190364837646,2.45947303794949,2.4340301871027616,2.4538190364837646,9408318
2004-06-01,2.41141414642334,2.442510996278319,2.4085871459138852,2.41141414642334,53191581
2004-06-02,2.425549268722534,2.4481649624166875,2.417068266775454,2.425549268722534,20839351
2004-06-03,2.428375720977783,2.428375720977783,2.3859711853458747,2.428375720977783,49368047
2004-06-04,2.476435422897339,2.476435422897339,2.4170688618978384,2.476435422897339,31911201
2004-06-07,2.5131850242614746,2.5131850242614746,2.487742182241268,2.5131850242614746,25300471
2004-06-08,2.4990508556365967,2.5244935487737155,2.496223855121578,2.4990508556365967,20169616
2004-06-09,2.4849157333374023,2.5216664244604816,2.476434421234524,2.4849157333374023,24602267
2004-06-10,2.50753116607666,2.5103581659881162,2.473607167139188,2.50753116607666,18460359
2004-06-11,2.4905707836151123,2.501878789895527,2.4764356200155135,2.4905707836151123,15262508
2004-06-14,2.4453377723693848,2.487742620370521,2.4340297713693464,2.4453377723693848,22212220
2004-06-15,2.4849157333374023,2.4877425777900193,2.4509915751689286,2.4849157333374023,61024006
2004-06-16,2.4990508556365967,2.501877856151615,2.48208900829551,2.4990508556365967,22385322
2004-06-17,2.5301477909088135,2.5386287932620477,2.4962240929939528,2.5301477909088135,31586952
2004-06-18,2.5131850242614746,2.538627866281681,2.5047040250050787,2.5131850242614746,58826134
2004-06-21,2.516011953353882,2.538627794986813,2.5075309543356665,2.516011953353882,36296557
2004-06-22,2.476435422897339,2.507532437693232,2.4566465692308386,2.476435422897339,27131346
2004-06-23,2.493396759033203,2.496223759439861,2.47643460084424,2.493396759033203,29604385
2004-06-24,2.5103588104248047,2.527320658498844,2.499050963625122,2.5103588104248047,22208408
2004-06-25,2.4566454887390137,2.5188393352273812,2.4509914885356165,2.4566454887390137,70998959
2004-06-28,2.479261636734009,2.4905697942714986,2.4566457889060866,2.479261636734009,49038130
2004-06-29,2.4538190364837646,2.4736078858647677,2.445338190034212,2.4538190364837646,29759003
2004-06-30,2.41141414642334,2.465126688855911,2.41141414642334,2.41141414642334,50648286
2004-07-01,2.4312031269073486,2.4594729777955133,2.411414278010343,2.4312031269073486,64264413
2004-07-02,2.41141414642334,2.4227221484611587,2.4001063001345435,2.41141414642334,61461556
2004-07-05,2.425549268722534,2.4368571155696106,2.411414265477401,2.425549268722534,24799272
2004-07-06,2.400106430053711,2.4396841278303953,2.391625428066265,2.400106430053711,22178520
2004-07-07,2.4227209091186523,2.4283747514963165,2.397278073297861,2.4227209091186523,35465423
2004-07-08,2.4227209091186523,2.4227209091186523,2.3831432337302854,2.4227209091186523,34052146
2004-07-09,2.4029338359832764,2.4142416847912993,2.3831449837574428,2.4029338359832764,17552005
2004-07-12,2.408586263656616,2.4481639447937615,2.402932420457714,2.408586263656616,21097306
2004-07-13,2.425549268722534,2.4368571155696106,2.417068266775454,2.425549268722534,15979798
2004-07-14,2.388798236846924,2.4114139273701034,2.3718362353310267,2.388798236846924,35660729
2004-07-15,2.3803179264068604,2.4085876256338565,2.3718369231893295,2.3803179264068604,19355011
2004-07-16,2.39162540435791,2.4142412536845415,2.371836555665736,2.39162540435791,24088729
2004-07-19,2.3859715461730957,2.3944523922824223,2.374663543695289,2.3859715461730957,13324841
2004-07-20,2.3859715461730957,2.3944523922824223,2.3577016957276076,2.3859715461730957,32666332
2004-07-21,2.388798236846924,2.4114139273701034,2.383144236341625,2.388798236846924,22738487
2004-07-22,2.3577024936676025,2.369010499972487,2.3463946431117995,2.3577024936676025,191800322
2004-07-23,2.2615842819213867,2.3661825181645453,2.2446224352398776,2.2615842819213867,127817147
2004-07-26,2.2022171020507812,2.213525413489452,2.1767744136822302,2.2022171020507812,272739096
2004-07-27,2.258758544921875,2.267239550880872,2.1993916589579987,2.258758544921875,126228647
2004-07-28,2.230487823486328,2.284200369583506,2.2163529757237095,2.230487823486328,56086828
2004-07-29,2.219179630279541,2.247449479128363,2.219179630279541,2.219179630279541,45291796
2004-07-30,2.233313798904419,2.2417946413689367,2.2191788018819536,2.2191788018819536,54651202
2004-08-02,2.251314401626587,2.2655993349554473,2.2227440627604795,2.239886486444058,78527497
2004-08-03,2.268456220626831,2.2713132386063157,2.2398863556375543,2.2513142701527076,90594268
2004-08-04,2.251314401626587,2.262742316809116,2.2341724501513958,2.2684563531017785,43147105
2004-08-05,2.271313190460205,2.2913121584898857,2.2598852761872945,2.2513142224305245,110359818
2004-08-06,2.2398855686187744,2.2941684189475016,2.2313145176918923,2.2713124405452136,98615286
2004-08-09,2.22845721244812,2.2427424548991026,2.208458250783304,2.239885595292186,62012386
2004-08-10,2.2398855686187744,2.259884530045435,2.2227431519595475,2.2256001689351748,19110456
2004-08-11,2.2341721057891846,2.257028090034151,2.2027447536207743,2.239886141201119,56291223
2004-08-12,2.22845721244812,2.2541705229377023,2.2056012337736544,2.2341715612728863,31256549
2004-08-13,2.2170300483703613,2.225600944882724,2.1998880979428503,2.2284579628544403,77221579
2004-08-16,2.2170300483703613,2.2170300483703613,2.2170300483703613,2.2170300483703613,0
2004-08-17,2.2427432537078857,2.2541713258168774,2.2313153390016836,2.245600271735134,29086678
2004-08-18,2.254171371459961,2.254171371459961,2.2313153841819724,2.2427432991195704,13773622
2004-08-19,2.2570271492004395,2.279883123917974,2.2570271492004395,2.254170132685409,25732320
2004-08-20,2.2341721057891846,2.2541710723281834,2.2341721057891846,2.245600019210282,13551179
2004-08-23,2.271313190460205,2.2770272262980518,2.248457204511601,2.254171240349448,14554425
2004-08-24,2.262742280960083,2.285598268365825,2.2541713840596755,2.271313335263284,19719861
2004-08-25,2.2570271492004395,2.2684550578578535,2.242742066625289,2.2570271492004395,14347712
2004-08-26,2.279883623123169,2.279883623123169,2.2627415202795396,2.2570276434010705,36775582
2004-08-27,2.285597085952759,2.285597085952759,2.2598842511508215,2.27988321010939,12887516
2004-08-30,2.282741069793701,2.297026159169672,2.279884209321288,2.285598087668895,11038607
2004-08-31,2.2970259189605713,2.322738762342863,2.277026953328364,2.2827408310784487,30234071
2004-09-01,2.3284523487091064,2.337023399786393,2.308453386931505,2.2970254762311906,27894739
2004-09-02,2.3513078689575195,2.3513078689575195,2.3198808452058066,2.3284518946115567,26324410
2004-09-03,2.3655929565429688,2.3655929565429688,2.334166088033219,2.3427369806255536,25168728
2004-09-06,2.379878044128418,2.3855920778465998,2.3627361003765976,2.3655931172356883,20589992
2004-09-07,2.374164342880249,2.3827352366868015,2.3541653807946443,2.3798782196170385,24607168
2004-09-08,2.354166030883789,2.3798788768066346,2.342737959448942,2.3741649984919913,32916309
2004-09-09,2.3341667652130127,2.351308712773554,2.322738695237479,2.3398806427980197,28523490
2004-09-10,2.345594882965088,2.3598798142813098,2.331309951648866,2.334166969392665,30336287
2004-09-13,2.3570218086242676,2.3713068913558675,2.3370230076054432,2.3513079329343354,30211148
2004-09-14,2.3570218086242676,2.3598788251705876,2.3455938998416954,2.3570218086242676,21640297
2004-09-15,2.2941691875457764,2.345595038127693,2.2855981337473983,2.3570229524560795,129831388
2004-09-16,2.3084535598754883,2.3170246115948983,2.297025648319021,2.2941686310792178,41448371
2004-09-17,2.2941691875457764,2.3170251736053338,2.2941691875457764,2.3084541198069557,49864832
2004-09-20,2.274169683456421,2.2970256641294187,2.2455996682644868,2.294168646869951,76524017
2004-09-21,2.2655980587005615,2.2855970170562867,2.2598841830294307,2.271312091774399,34647191
2004-09-22,2.2427432537078857,2.262742222495832,2.2427432537078857,2.26559924052308,52644619
2004-09-23,2.2341721057891846,2.242743001504315,2.222743720159773,2.242743001504315,40646283
2004-09-24,2.2341721057891846,2.239886141201119,2.22560073786574,2.2341721057891846,117906041
2004-09-27,2.2227437496185303,2.242743031228129,2.211315836045975,2.234172135399406,34237597
2004-09-28,2.2313148975372314,2.23417191499922,2.214172635362542,2.22274353034575,33106858
2004-09-29,2.2484567165374756,2.2598847857329782,2.228457438042597,2.2341717874458467,38921987
2004-09-30,2.2455997467041016,2.2827406575690383,2.2398858693883246,2.2484567640633664,54922453
2004-10-01,2.282741069793701,2.282741069793701,2.2370292559989373,2.245600152221739,54280753
2004-10-04,2.342738389968872,2.342738389968872,2.2913125312699827,2.297026568037462,79102113
2004-10-05,2.3370237350463867,2.3484516473861037,2.3227386478682948,2.342737612514867,75349500
2004-10-06,2.3627371788024902,2.3713082332918556,2.319882221161256,2.3370243301399873,53129891
2004-10-07,2.368450403213501,2.3798783145456532,2.3484514403301775,2.362736368846053,52825402
2004-10-08,2.371307849884033,2.3770217278836245,2.3541659010797162,2.3684508321828517,68978594
2004-10-11,2.371307849884033,2.385592780987169,2.3598797790793076,2.371307849884033,40138022
2004-10-12,2.371307849884033,2.371307849884033,2.371307849884033,2.371307849884033,0
2004-10-13,2.385592460632324,2.394163512584885,2.3513085676275827,2.3713075314474734,72491907
2004-10-14,2.4027342796325684,2.414162348296214,2.359879336949382,2.3855923340398424,63991827
2004-10-15,2.4113051891326904,2.4170190657252912,2.3855921935564246,2.402734138139691,57055687
2004-10-18,2.4141619205474854,2.425589829783556,2.4055908705683966,2.411304903887789,87170891
2004-10-19,2.425590753555298,2.434161649395847,2.419876718059749,2.4141628399669743,60060934
2004-10-20,2.4113051891326904,2.4198760827229577,2.4055911551373574,2.4113051891326904,105736073
2004-10-21,2.439875364303589,2.445589399048341,2.41416252275771,2.411305505385334,130255780
2004-10-22,2.445589780807495,2.454160676859796,2.434161709534057,2.437018727352416,54604291
2004-10-25,2.405590772628784,2.422732714486342,2.4027337560854067,2.445588689430655,64969438
2004-10-26,2.4170196056365967,2.4198766232724607,2.3998776572241796,2.411305727767636,87457504
2004-10-27,2.4484453201293945,2.4484453201293945,2.4170183005074577,2.4284463648800467,67518175
2004-10-28,2.4827303886413574,2.5027293534780366,2.454160371416348,2.4570173888791245,108273863
2004-10-29,2.499872922897339,2.5313001223658826,2.4770169352321023,2.48273097149911,74781991
2004-11-01,2.523813247680664,2.523813247680664,2.523813247680664,2.523813247680664,0
2004-11-02,2.5363340377807617,2.547981878113872,2.5101261964913353,2.5246860370157087,68927839
2004-11-03,2.5392465591430664,2.5596308868175033,2.530510716656281,2.5363347186021286,81134230
2004-11-04,2.5363340377807617,2.5450698779226086,2.515950196873862,2.539245877540082,44918883
2004-11-05,2.5538065433502197,2.5741907104277857,2.5392465386033756,2.5363346980859913,64216543
2004-11-08,2.5363340377807617,2.547981878113872,2.5334220375894985,2.5450698779226086,95921573
2004-11-09,2.5013911724090576,2.5363350279136343,2.4780954826486803,2.5363350279136343,83740929
2004-11-10,2.4810073375701904,2.5159511932723095,2.4751834953131757,2.5101271905832885,69970200
2004-11-11,2.5363340377807617,2.5538058784963984,2.4693585146775354,2.4810063550106456,122419274
2004-11-12,2.5771026611328125,2.600398347409611,2.5479824917748797,2.5363346486364806,186748562
2004-11-15,2.6178700923919678,2.6178700923919678,2.5800142449853527,2.5771024048143505,174484535
2004-11-16,2.594573736190796,2.614957575958659,2.571277896394391,2.6120455759301167,111830855
2004-11-17,2.6615490913391113,2.6615490913391113,2.5800137323834718,2.5945737325055025,175677897
2004-11-18,2.6644606590270996,2.687756495010424,2.6382528234918707,2.6615486594751956,101734127
2004-11-19,2.667372941970825,2.699404780013046,2.65281310309632,2.6790207809840445,92187444
2004-11-22,2.6557257175445557,2.6557257175445557,2.6236938720895386,2.6673735592533134,209708285
2004-11-23,2.620781183242798,2.673196858245868,2.612045344363566,2.6557250200554843,58202851
2004-11-24,2.620781183242798,2.635341182094717,2.606221344822798,2.632429182324333,116354223
2004-11-25,2.6528139114379883,2.6528139114379883,2.614958222570074,2.62078206363531,87251577
2004-11-26,2.6528139114379883,2.661549753251829,2.6266060651325196,2.6528139114379883,32451658
2004-11-29,2.632430076599121,2.673197766370033,2.626606075079855,2.6528139214845767,33147343
2004-11-30,2.632430076599121,2.638253917686413,2.6207820735605893,2.632430076599121,75598089
2004-12-01,2.6382527351379395,2.6469887335010864,2.623692898297929,2.6324288966610765,57327627
2004-12-02,2.6411662101745605,2.6615500573115027,2.6236943641188946,2.652814214499666,46092319
2004-12-03,2.629518747329712,2.6499025974205144,2.6149589002454285,2.6411665929107353,51246196
2004-12-06,2.629518747329712,2.629518747329712,2.629518747329712,2.629518747329712,0
2004-12-07,2.629518747329712,2.635342750336231,2.612046898742169,2.629518747329712,42254387
2004-12-08,2.629518747329712,2.629518747329712,2.629518747329712,2.629518747329712,0
2004-12-09,2.6120457649230957,2.635341606405057,2.5945739239196106,2.6295176059265803,46040976
2004-12-10,2.6120457649230957,2.6236936054481035,2.6033097642053806,2.6120457649230957,27330851
2004-12-13,2.629518747329712,2.635342750336231,2.6091348972389095,2.6149589002454285,42849111
2004-12-14,2.626605749130249,2.646989591486165,2.614957907969135,2.629517749528516,70545025
2004-12-15,2.6120457649230957,2.6295176059265803,2.6120457649230957,2.626605605687342,34435485
2004-12-16,2.6091339588165283,2.6236938006641,2.5974861174248622,2.612045959272434,62835662
2004-12-17,2.606221914291382,2.6207817558927577,2.5800140710633417,2.609133914698048,130578285
2004-12-20,2.6033103466033936,2.620782191515582,2.5945745043632904,2.6062223474940884,71441914
2004-12-21,2.614957809448242,2.6207816495934035,2.6003978080054675,2.6033098082940227,43859474
2004-12-22,2.6411662101745605,2.6469902123371134,2.6236943641188946,2.6149585213070576,39267012
2004-12-23,2.658637285232544,2.67028528617976,2.638253444006861,2.641165444243665,51864825
2004-12-24,2.658637285232544,2.658637285232544,2.658637285232544,2.658637285232544,0
2004-12-27,2.6644606590270996,2.6761086572347157,2.6615486594751956,2.6586366599232916,18377328
2004-12-28,2.6761090755462646,2.6761090755462646,2.661549075510822,2.664461075517911,10442200
2004-12-29,2.6761090755462646,2.6790209151214204,2.664461075517911,2.6761090755462646,53230795
2004-12-30,2.658637285232544,2.6790211264582267,2.658637285232544,2.676109286653368,35905006
2004-12-31,2.658637285232544,2.658637285232544,2.658637285232544,2.658637285232544,0
2005-01-03,2.6790218353271484,2.6994058423783827,2.6499021461179315,2.6586379887079015,63242917
2005-01-04,2.6790218353271484,2.690669839356425,2.6702859927371785,2.6761099947518168,24674135
2005-01-05,2.6411662101745605,2.6615500573115027,2.6324303673627236,2.6615500573115027,57175241
2005-01-06,2.6411662101745605,2.6411662101745605,2.6411662101745605,2.6411662101745605,0
2005-01-07,2.629518747329712,2.658638441498278,2.6236947443231924,2.658638441498278,75838581
2005-01-10,2.6236941814422607,2.6469900280384886,2.6207821805637344,2.6295181831993126,30720649
2005-01-11,2.626605749130249,2.646989591486165,2.617869908367402,2.623693748731982,65336486
2005-01-12,2.620781183242798,2.632429182324333,2.609133344593182,2.6178693439043337,42306200
2005-01-13,2.646989107131958,2.6528131068627987,2.62660526850594,2.620781268775099,77006138
2005-01-14,2.646989107131958,2.6499011069973784,2.632429268236781,2.646989107131958,96354021
2005-01-17,2.681934118270874,2.681934118270874,2.6469904233735875,2.6469904233735875,80182955
2005-01-18,2.6761090755462646,2.6819329151285087,2.655725235928578,2.6702850755320875,146403408
2005-01-19,2.670285940170288,2.6964936278562646,2.670285940170288,2.684845784488273,42146801
2005-01-20,2.649902105331421,2.670285951636926,2.6411661024439255,2.670285951636926,65643674
2005-01-21,2.626605749130249,2.646989591486165,2.623693748731982,2.649901591884432,85642232
2005-01-24,2.620781183242798,2.6266051827835657,2.603309345052414,2.6266051827835657,123765741
2005-01-25,2.626605749130249,2.655725592680966,2.617869908367402,2.620781748333715,136980311
2005-01-26,2.632430076599121,2.6411659184460454,2.6236940743202224,2.626606075079855,200918463
2005-01-27,2.646989107131958,2.646989107131958,2.620781268775099,2.632429268236781,153563141
2005-01-28,2.649902105331421,2.66154994874943,2.6411661024439255,2.6469901043689226,298412702
2005-01-31,2.6528139114379883,2.6673737547490384,2.6499019106893837,2.6499019106893837,71811954
2005-02-01,2.6713273525238037,2.6742661273264967,2.6566336404173834,2.65369486561469,49475754
2005-02-02,2.686021566390991,2.688960341742661,2.6595729120401184,2.67132785153972,213258672
